start,end,time,year
11789,59696,1954-03-01,1954
30455,85716,1954-03-01,1954
30455,33278,1954-03-01,1954
30455,100291,1956-03-01,1956
35459,82684,1954-03-01,1954
110391,110257,1954-03-01,1954
110010,35459,1954-03-01,1954
110010,110257,1954-03-01,1954
110010,23404,1955-03-01,1955
110010,32507,1957-03-01,1957
12108,6114,1954-03-01,1954
36584,42067,1954-03-01,1954
32456,12108,1954-03-01,1954
71397,33559,1954-03-01,1954
71397,35459,1955-03-01,1955
71397,87673,1956-03-01,1956
10777,71397,1954-03-01,1954
10777,51122,1954-03-01,1954
33241,31084,1954-03-01,1954
23858,51122,1954-03-01,1954
23858,33817,1954-03-01,1954
56867,33817,1954-03-01,1954
12088,31084,1954-03-01,1954
65117,10777,1954-03-01,1954
41821,65117,1954-03-01,1954
41821,16457,1955-03-01,1955
50142,33817,1954-03-01,1954
50142,69092,1955-03-01,1955
50142,54922,1955-03-01,1955
50142,100291,1956-03-01,1956
69299,12976,1954-03-01,1954
69299,39895,1955-03-01,1955
8422,69299,1954-03-01,1954
8422,29394,1957-03-01,1957
20968,8422,1954-03-01,1954
35230,35609,1954-03-01,1954
35230,12133,1955-03-01,1955
44246,35609,1954-03-01,1954
44246,56283,1955-03-01,1955
44246,35230,1956-03-01,1956
64964,35374,1954-03-01,1954
64964,57772,1954-03-01,1954
95713,64964,1954-03-01,1954
95713,11543,1955-03-01,1955
32442,12976,1954-03-01,1954
32442,12163,1954-03-01,1954
57772,35374,1954-03-01,1954
57772,35609,1954-03-01,1954
57772,54884,1955-03-01,1955
44482,69299,1954-03-01,1954
12163,12976,1954-03-01,1954
12163,69299,1954-03-01,1954
12738,12163,1954-03-01,1954
12738,88090,1955-03-01,1955
12738,93246,1956-03-01,1956
81738,12976,1954-03-01,1954
81738,32442,1954-03-01,1954
92776,35374,1954-03-01,1954
92776,57772,1954-03-01,1954
55746,56284,1954-03-01,1954
55746,39895,1955-03-01,1955
39895,55746,1954-03-01,1954
39895,38188,1954-03-01,1954
39895,35230,1956-03-01,1956
56870,44322,1954-03-01,1954
57142,56284,1954-03-01,1954
57142,55746,1954-03-01,1954
58380,57142,1954-03-01,1954
58380,35230,1955-03-01,1955
58380,53329,1956-03-01,1956
36550,39895,1954-03-01,1954
39739,31034,1954-03-01,1954
39739,55941,1955-03-01,1955
81693,56284,1954-03-01,1954
81693,57142,1954-03-01,1954
57067,39895,1954-03-01,1954
2737,55746,1954-03-01,1954
55941,83816,1954-03-01,1954
55941,27439,1955-03-01,1955
55941,41010,1956-03-01,1956
91004,83816,1954-03-01,1954
91004,55941,1954-03-01,1954
91004,88076,1955-03-01,1955
91004,93562,1956-03-01,1956
106583,91004,1954-03-01,1954
41659,94056,1954-03-01,1954
41659,103199,1954-03-01,1954
57867,41659,1954-03-01,1954
24924,83816,1954-03-01,1954
24924,32450,1954-03-01,1954
39900,55941,1954-03-01,1954
2264,103199,1954-03-01,1954
2264,93562,1956-03-01,1956
2264,65036,1956-03-01,1956
13090,2264,1954-03-01,1954
13090,65036,1956-03-01,1956
13090,33312,1956-03-01,1956
13090,44945,1957-03-01,1957
13090,42525,1957-03-01,1957
29269,94056,1954-03-01,1954
29269,41659,1954-03-01,1954
29269,65036,1955-03-01,1955
29269,43536,1955-03-01,1955
29269,2264,1956-03-01,1956
61035,103199,1954-03-01,1954
41527,55941,1954-03-01,1954
41527,65044,1958-03-01,1958
41527,54362,1958-03-01,1958
27742,41527,1954-03-01,1954
32450,83816,1954-03-01,1954
32450,91004,1954-03-01,1954
32450,44246,1955-03-01,1955
32450,41064,1956-03-01,1956
55583,88076,1954-03-01,1954
11951,88076,1954-03-01,1954
11951,42525,1956-03-01,1956
58032,88076,1954-03-01,1954
58032,11951,1954-03-01,1954
999182,2834,1954-03-01,1954
31483,110490,1955-03-01,1955
31483,111152,1955-03-01,1955
31483,42525,1956-03-01,1956
31483,11951,1956-03-01,1956
109243,31483,1954-03-01,1954
71807,101692,1954-03-01,1954
13036,41496,1954-03-01,1954
13036,11951,1955-03-01,1955
13036,42525,1956-03-01,1956
77935,41496,1954-03-01,1954
64939,77935,1954-03-01,1954
64939,13036,1954-03-01,1954
64939,13036,1955-03-01,1955
69093,41496,1954-03-01,1954
69093,77935,1954-03-01,1954
111152,69093,1954-03-01,1954
111152,13036,1955-03-01,1955
111152,110490,1955-03-01,1955
111152,11951,1956-03-01,1956
111152,13036,1956-03-01,1956
12214,13036,1954-03-01,1954
12214,64939,1954-03-01,1954
35612,29095,1955-03-01,1955
35612,32468,1956-03-01,1956
13188,35612,1955-03-01,1955
13188,103485,1955-03-01,1955
82276,35612,1955-03-01,1955
150602,103485,1955-03-01,1955
150602,8499,1955-03-01,1955
57767,150602,1955-03-01,1955
57767,29095,1956-03-01,1956
57767,32468,1957-03-01,1957
57767,29531,1957-03-01,1957
11787,29095,1955-03-01,1955
11787,35612,1955-03-01,1955
11787,103485,1956-03-01,1956
11787,32468,1957-03-01,1957
92627,11787,1955-03-01,1955
8499,103485,1955-03-01,1955
8499,13188,1955-03-01,1955
8499,29531,1957-03-01,1957
8499,69113,1958-03-01,1958
33196,13188,1955-03-01,1955
42073,11787,1955-03-01,1955
70529,35354,1955-03-01,1955
28076,91206,1955-03-01,1955
28076,70529,1955-03-01,1955
28076,92701,1956-03-01,1956
99373,95746,1955-03-01,1955
99373,92701,1956-03-01,1956
99373,44296,1957-03-01,1957
99373,32554,1957-03-01,1957
41438,70529,1955-03-01,1955
41438,28076,1955-03-01,1955
32486,41438,1955-03-01,1955
11799,32497,1955-03-01,1955
92488,35354,1955-03-01,1955
92488,91206,1955-03-01,1955
44296,92488,1955-03-01,1955
44296,35354,1956-03-01,1956
44296,35354,1957-03-01,1957
105396,44296,1955-03-01,1955
35214,91206,1955-03-01,1955
35214,32497,1956-03-01,1956
92416,35354,1955-03-01,1955
92416,91206,1955-03-01,1955
105770,35214,1955-03-01,1955
78467,92416,1955-03-01,1955
42497,32486,1955-03-01,1955
65595,44296,1955-03-01,1955
65595,39609,1956-03-01,1956
13456,82684,1955-03-01,1955
13456,82684,1956-03-01,1956
13456,77980,1957-03-01,1957
13456,109385,1957-03-01,1957
33274,93380,1955-03-01,1955
20787,71232,1955-03-01,1955
20787,88150,1957-03-01,1957
90912,13456,1955-03-01,1955
90912,90592,1955-03-01,1955
105776,82684,1955-03-01,1955
105776,54598,1955-03-01,1955
105776,11930,1956-03-01,1956
105776,57941,1957-03-01,1957
105776,89387,1957-03-01,1957
30926,105776,1955-03-01,1955
45303,57904,1955-03-01,1955
77980,71232,1955-03-01,1955
77980,57555,1957-03-01,1957
77980,70295,1958-03-01,1958
54598,82684,1955-03-01,1955
54598,93380,1955-03-01,1955
13314,33274,1955-03-01,1955
94003,77980,1955-03-01,1955
111022,54922,1955-03-01,1955
111022,6114,1955-03-01,1955
29065,33278,1955-03-01,1955
93507,29065,1955-03-01,1955
93507,54922,1956-03-01,1956
93507,33278,1956-03-01,1956
23512,110257,1955-03-01,1955
23512,29030,1956-03-01,1956
23512,58129,1956-03-01,1956
23512,29030,1957-03-01,1957
39911,110257,1955-03-01,1955
11907,39911,1955-03-01,1955
20793,33278,1955-03-01,1955
28817,6114,1955-03-01,1955
28817,111022,1955-03-01,1955
88288,50142,1955-03-01,1955
58283,111022,1955-03-01,1955
33748,71397,1955-03-01,1955
33748,69299,1956-03-01,1956
41846,33748,1955-03-01,1955
41846,35459,1955-03-01,1955
93246,33748,1955-03-01,1955
93246,110670,1956-03-01,1956
12794,35459,1955-03-01,1955
12794,57893,1955-03-01,1955
89880,12794,1955-03-01,1955
35290,71397,1955-03-01,1955
35290,33748,1955-03-01,1955
33165,35459,1955-03-01,1955
33165,57893,1955-03-01,1955
33275,41846,1955-03-01,1955
91263,23404,1955-03-01,1955
100291,41846,1955-03-01,1955
100291,93380,1956-03-01,1956
100291,55787,1956-03-01,1956
100291,11930,1957-03-01,1957
29030,100291,1955-03-01,1955
29030,35459,1956-03-01,1956
29030,93423,1957-03-01,1957
29030,110489,1957-03-01,1957
89357,110010,1955-03-01,1955
89357,110670,1956-03-01,1956
93158,33748,1955-03-01,1955
57893,35459,1955-03-01,1955
57893,41846,1955-03-01,1955
81202,12133,1955-03-01,1955
81202,33748,1956-03-01,1956
81202,20670,1956-03-01,1956
81202,33748,1957-03-01,1957
88090,81202,1955-03-01,1955
88090,93592,1955-03-01,1955
88090,90596,1956-03-01,1956
55865,35230,1955-03-01,1955
55865,12866,1956-03-01,1956
93213,31084,1955-03-01,1955
93592,81202,1955-03-01,1955
93592,35374,1955-03-01,1955
93592,49066,1956-03-01,1956
72685,35374,1955-03-01,1955
12058,35374,1955-03-01,1955
12058,94024,1956-03-01,1956
12058,35683,1956-03-01,1956
109683,12133,1955-03-01,1955
109683,31084,1955-03-01,1955
41977,12738,1955-03-01,1955
39623,88090,1955-03-01,1955
53509,35230,1955-03-01,1955
83825,109683,1955-03-01,1955
33236,31084,1955-03-01,1955
83786,81202,1955-03-01,1955
83786,93592,1955-03-01,1955
83786,65027,1957-03-01,1957
53329,35374,1955-03-01,1955
53329,69299,1956-03-01,1956
44904,72685,1955-03-01,1955
103152,12058,1955-03-01,1955
11687,93213,1955-03-01,1955
85690,12133,1955-03-01,1955
85690,109683,1955-03-01,1955
33193,58380,1955-03-01,1955
56283,55746,1955-03-01,1955
56283,69299,1955-03-01,1955
20721,69299,1955-03-01,1955
20721,42010,1955-03-01,1955
32606,20721,1955-03-01,1955
44936,39895,1955-03-01,1955
44936,31034,1955-03-01,1955
11334,55746,1955-03-01,1955
54884,86264,1955-03-01,1955
32481,31034,1955-03-01,1955
32481,32450,1956-03-01,1956
90596,56283,1955-03-01,1955
90596,44246,1956-03-01,1956
90596,105231,1957-03-01,1957
32572,20721,1955-03-01,1955
106607,32481,1955-03-01,1955
13215,44936,1955-03-01,1955
888268,44246,1955-03-01,1955
92698,56283,1955-03-01,1955
57250,69299,1955-03-01,1955
57250,42010,1955-03-01,1955
57250,89938,1957-03-01,1957
13078,89870,1955-03-01,1955
35321,27439,1955-03-01,1955
35321,89870,1955-03-01,1955
39883,55941,1955-03-01,1955
39883,32482,1955-03-01,1955
33321,39739,1955-03-01,1955
53331,33495,1955-03-01,1955
53331,111152,1956-03-01,1956
32482,55941,1955-03-01,1955
32482,39739,1955-03-01,1955
93403,39739,1955-03-01,1955
93403,27439,1956-03-01,1956
93403,41064,1956-03-01,1956
93403,27439,1957-03-01,1957
39543,33495,1955-03-01,1955
65036,88076,1955-03-01,1955
1114,88076,1955-03-01,1955
1114,54347,1955-03-01,1955
64926,91004,1955-03-01,1955
36598,64926,1955-03-01,1955
36598,54492,1956-03-01,1956
36598,65044,1956-03-01,1956
10830,90996,1955-03-01,1955
54347,88076,1955-03-01,1955
54347,91004,1955-03-01,1955
54347,93562,1956-03-01,1956
93562,65036,1955-03-01,1955
93562,29269,1955-03-01,1955
93562,54492,1956-03-01,1956
110490,11951,1955-03-01,1955
80106,64939,1955-03-01,1955
80106,2264,1956-03-01,1956
80106,41064,1957-03-01,1957
33437,111152,1955-03-01,1955
33437,31483,1956-03-01,1956
95966,11951,1955-03-01,1955
95966,13036,1955-03-01,1955
32468,103485,1956-03-01,1956
88373,35612,1956-03-01,1956
57638,29095,1956-03-01,1956
89843,32468,1956-03-01,1956
29797,11787,1956-03-01,1956
29797,29531,1956-03-01,1956
29797,13156,1957-03-01,1957
94034,103485,1956-03-01,1956
94034,32468,1956-03-01,1956
12828,57767,1956-03-01,1956
29531,11787,1956-03-01,1956
29531,29095,1956-03-01,1956
29531,32492,1957-03-01,1957
29531,32468,1957-03-01,1957
23122,103485,1956-03-01,1956
23122,94034,1956-03-01,1956
23122,57767,1957-03-01,1957
23122,41529,1958-03-01,1958
4935,23122,1956-03-01,1956
33460,109300,1956-03-01,1956
33460,35354,1956-03-01,1956
33460,35354,1957-03-01,1957
33460,70252,1957-03-01,1957
33460,109385,1958-03-01,1958
41812,35179,1956-03-01,1956
11757,99373,1956-03-01,1956
13017,35354,1956-03-01,1956
13017,35179,1956-03-01,1956
13319,109300,1956-03-01,1956
109385,82684,1956-03-01,1956
109385,30804,1957-03-01,1957
109385,77980,1957-03-01,1957
109385,70295,1958-03-01,1958
109385,103169,1958-03-01,1958
39609,109385,1956-03-01,1956
39609,13456,1956-03-01,1956
55419,109385,1956-03-01,1956
94180,55419,1956-03-01,1956
4304,82684,1956-03-01,1956
4304,35117,1956-03-01,1956
33178,4304,1956-03-01,1956
35423,109385,1956-03-01,1956
53397,13456,1956-03-01,1956
53397,39609,1956-03-01,1956
53397,69800,1957-03-01,1957
53397,29391,1961-03-01,1961
53397,2643,1961-03-01,1961
57555,53397,1956-03-01,1956
57555,12964,1958-03-01,1958
4949,13456,1956-03-01,1956
4949,54285,1956-03-01,1956
58320,13084,1956-03-01,1956
58320,55787,1957-03-01,1957
58320,87196,1957-03-01,1957
58320,109385,1958-03-01,1958
35117,82684,1956-03-01,1956
35117,109385,1956-03-01,1956
70323,4304,1956-03-01,1956
54285,13456,1956-03-01,1956
54285,39609,1956-03-01,1956
57941,54922,1956-03-01,1956
57941,55787,1957-03-01,1957
55787,57941,1956-03-01,1956
55787,93380,1956-03-01,1956
55787,93423,1958-03-01,1958
55787,84824,1958-03-01,1958
8380,93380,1956-03-01,1956
8380,55787,1956-03-01,1956
8380,69841,1957-03-01,1957
53466,55787,1956-03-01,1956
29564,33278,1956-03-01,1956
55975,50142,1956-03-01,1956
11930,57941,1956-03-01,1956
11930,55787,1957-03-01,1957
11930,87196,1957-03-01,1957
99545,57941,1956-03-01,1956
99545,35079,1958-03-01,1958
54942,100291,1956-03-01,1956
12754,33278,1956-03-01,1956
12754,110489,1957-03-01,1957
12754,13513,1959-03-01,1959
12754,93423,1959-03-01,1959
76196,93507,1956-03-01,1956
30804,11930,1956-03-01,1956
30804,57555,1957-03-01,1957
30804,99167,1958-03-01,1958
30804,55815,1958-03-01,1958
13080,99545,1956-03-01,1956
20664,8380,1956-03-01,1956
32507,35459,1956-03-01,1956
32507,99545,1957-03-01,1957
32507,46895,1957-03-01,1957
32507,11709,1958-03-01,1958
32507,32442,1958-03-01,1958
87673,32507,1956-03-01,1956
87673,29030,1956-03-01,1956
87673,46895,1957-03-01,1957
58129,29030,1956-03-01,1956
58129,87673,1956-03-01,1956
58129,32575,1957-03-01,1957
26762,93246,1956-03-01,1956
26762,81202,1957-03-01,1957
26762,32442,1958-03-01,1958
69206,71397,1956-03-01,1956
110670,35459,1956-03-01,1956
110670,32507,1956-03-01,1956
110670,29030,1957-03-01,1957
99244,110670,1956-03-01,1956
99244,87976,1958-03-01,1958
13219,35459,1956-03-01,1956
13219,101709,1956-03-01,1956
12812,32507,1956-03-01,1956
33463,87673,1956-03-01,1956
33463,11713,1957-03-01,1957
87641,23512,1956-03-01,1956
39365,12812,1956-03-01,1956
101709,35459,1956-03-01,1956
101709,32507,1956-03-01,1956
41091,58129,1956-03-01,1956
46895,33463,1956-03-01,1956
46895,110489,1957-03-01,1957
46895,99545,1957-03-01,1957
46895,32599,1958-03-01,1958
76186,23512,1956-03-01,1956
20670,53329,1956-03-01,1956
20670,33748,1956-03-01,1956
49066,81202,1956-03-01,1956
34121,53329,1956-03-01,1956
93396,69299,1956-03-01,1956
93396,53329,1956-03-01,1956
93396,44371,1961-03-01,1961
45877,93396,1956-03-01,1956
12866,33748,1956-03-01,1956
12866,20670,1956-03-01,1956
6405,81202,1956-03-01,1956
101309,69299,1956-03-01,1956
101309,93396,1956-03-01,1956
29394,58380,1956-03-01,1956
29394,33748,1957-03-01,1957
29394,13041,1957-03-01,1957
29394,57226,1958-03-01,1958
56905,39895,1956-03-01,1956
56905,54411,1956-03-01,1956
56905,65024,1957-03-01,1957
65099,35230,1956-03-01,1956
65099,44246,1956-03-01,1956
58400,54411,1956-03-01,1956
58400,54362,1957-03-01,1957
47000,56850,1956-03-01,1956
12142,47000,1956-03-01,1956
88432,44246,1956-03-01,1956
56850,39895,1956-03-01,1956
56850,54411,1956-03-01,1956
56850,39725,1957-03-01,1957
8522,56850,1956-03-01,1956
53820,35230,1956-03-01,1956
53820,65099,1956-03-01,1956
53820,93403,1957-03-01,1957
53820,41451,1957-03-01,1957
91181,53820,1956-03-01,1956
39725,54411,1956-03-01,1956
39725,89396,1957-03-01,1957
39725,94024,1957-03-01,1957
39725,41064,1958-03-01,1958
94024,27439,1956-03-01,1956
94024,90596,1957-03-01,1957
94024,89396,1957-03-01,1957
94024,54431,1958-03-01,1958
94024,34402,1958-03-01,1958
41064,27439,1956-03-01,1956
41064,93562,1957-03-01,1957
41064,47039,1957-03-01,1957
35683,41064,1956-03-01,1956
35683,94024,1956-03-01,1956
65003,93403,1956-03-01,1956
41010,12058,1956-03-01,1956
41010,27439,1957-03-01,1957
41010,57238,1957-03-01,1957
41010,41640,1958-03-01,1958
41010,94214,1958-03-01,1958
53468,27439,1956-03-01,1956
53468,93403,1956-03-01,1956
41451,41064,1956-03-01,1956
41451,93403,1957-03-01,1957
42189,94024,1956-03-01,1956
42189,35683,1956-03-01,1956
89402,42189,1956-03-01,1956
33303,12058,1956-03-01,1956
44323,93403,1956-03-01,1956
44323,90596,1957-03-01,1957
44323,42531,1959-03-01,1959
54492,65036,1956-03-01,1956
87628,29269,1956-03-01,1956
65044,54492,1956-03-01,1956
65044,93562,1956-03-01,1956
65044,93188,1957-03-01,1957
33312,65036,1956-03-01,1956
33312,2264,1956-03-01,1956
58341,33312,1956-03-01,1956
33191,36598,1956-03-01,1956
42525,44945,1957-03-01,1957
42525,13162,1958-03-01,1958
41829,53331,1956-03-01,1956
33218,81260,1956-03-01,1956
35276,33218,1956-03-01,1956
35276,44945,1957-03-01,1957
35276,13090,1957-03-01,1957
19267,111152,1956-03-01,1956
70310,13036,1956-03-01,1956
70310,111152,1956-03-01,1956
70310,13162,1957-03-01,1957
70310,81260,1957-03-01,1957
70310,27209,1958-03-01,1958
32536,70310,1956-03-01,1956
81260,42525,1956-03-01,1956
81260,11951,1956-03-01,1956
81260,42525,1957-03-01,1957
81260,13162,1957-03-01,1957
27884,81260,1956-03-01,1956
10392,42525,1956-03-01,1956
10392,11951,1956-03-01,1956
10392,42525,1958-03-01,1958
10392,110200,1958-03-01,1958
32492,11787,1957-03-01,1957
105323,39499,1957-03-01,1957
29993,32468,1957-03-01,1957
29993,29531,1957-03-01,1957
69113,29993,1957-03-01,1957
69113,89959,1958-03-01,1958
69113,69230,1959-03-01,1959
58325,32492,1957-03-01,1957
58325,89901,1958-03-01,1958
28626,11787,1957-03-01,1957
28626,32492,1957-03-01,1957
28626,39499,1958-03-01,1958
13156,57767,1957-03-01,1957
44990,11787,1957-03-01,1957
44990,28626,1957-03-01,1957
12156,44990,1957-03-01,1957
70252,32554,1957-03-01,1957
70252,35354,1957-03-01,1957
70252,56528,1958-03-01,1958
45012,33460,1957-03-01,1957
45012,109671,1959-03-01,1959
45012,69191,1959-03-01,1959
56528,45012,1957-03-01,1957
56528,87555,1958-03-01,1958
56528,33162,1958-03-01,1958
23064,44296,1957-03-01,1957
23064,99373,1957-03-01,1957
69230,32554,1957-03-01,1957
69230,12964,1958-03-01,1958
69230,57555,1958-03-01,1958
69230,56844,1959-03-01,1959
69230,56857,1959-03-01,1959
41698,69230,1957-03-01,1957
33203,32554,1957-03-01,1957
29338,99373,1957-03-01,1957
89901,35354,1957-03-01,1957
89901,70252,1957-03-01,1957
89901,57555,1958-03-01,1958
89901,42339,1959-03-01,1959
106037,70252,1957-03-01,1957
54753,33460,1957-03-01,1957
54753,57555,1958-03-01,1958
41847,89901,1957-03-01,1957
41847,89901,1958-03-01,1958
56533,32554,1957-03-01,1957
69800,57555,1957-03-01,1957
69800,30804,1957-03-01,1957
42522,30804,1957-03-01,1957
13347,109385,1957-03-01,1957
32457,57555,1957-03-01,1957
32457,30804,1957-03-01,1957
87634,13456,1957-03-01,1957
35320,13456,1957-03-01,1957
70193,35320,1957-03-01,1957
70193,23425,1959-03-01,1959
23425,77980,1957-03-01,1957
23425,109385,1957-03-01,1957
23425,103169,1958-03-01,1958
23425,14356,1959-03-01,1959
23425,100233,1959-03-01,1959
56257,69800,1957-03-01,1957
39493,56257,1957-03-01,1957
12964,69800,1957-03-01,1957
12964,87555,1958-03-01,1958
32590,70193,1957-03-01,1957
32590,69841,1958-03-01,1958
32590,26777,1959-03-01,1959
42014,53397,1957-03-01,1957
57908,13456,1957-03-01,1957
41937,35320,1957-03-01,1957
89387,57941,1957-03-01,1957
87196,89387,1957-03-01,1957
87196,55787,1957-03-01,1957
87196,69130,1959-03-01,1959
103103,87196,1957-03-01,1957
69841,89387,1957-03-01,1957
69841,41476,1958-03-01,1958
33231,11930,1957-03-01,1957
85697,93003,1957-03-01,1957
72771,57941,1957-03-01,1957
72771,105776,1957-03-01,1957
72771,55787,1958-03-01,1958
72771,33504,1959-03-01,1959
57912,89387,1957-03-01,1957
56418,100291,1957-03-01,1957
33378,87196,1957-03-01,1957
33378,32575,1958-03-01,1958
87872,103103,1957-03-01,1957
87872,69130,1959-03-01,1959
87872,110668,1959-03-01,1959
33328,72771,1957-03-01,1957
93423,99545,1957-03-01,1957
110489,93423,1957-03-01,1957
110489,32599,1958-03-01,1958
110489,46895,1958-03-01,1958
110489,93423,1959-03-01,1959
110489,89322,1959-03-01,1959
57874,93423,1957-03-01,1957
57874,110489,1957-03-01,1957
57874,110489,1959-03-01,1959
101258,32507,1957-03-01,1957
88150,110489,1957-03-01,1957
69335,99545,1957-03-01,1957
69335,46895,1957-03-01,1957
32575,32507,1957-03-01,1957
32575,87196,1958-03-01,1958
32575,32613,1959-03-01,1959
84824,32575,1957-03-01,1957
84824,46895,1958-03-01,1958
84824,93423,1958-03-01,1958
57457,23512,1957-03-01,1957
11338,29030,1957-03-01,1957
33367,110670,1957-03-01,1957
87976,57457,1957-03-01,1957
87976,55787,1958-03-01,1958
54865,84824,1957-03-01,1957
84323,101258,1957-03-01,1957
84323,35079,1958-03-01,1958
33447,87673,1957-03-01,1957
54547,23512,1957-03-01,1957
13041,26762,1957-03-01,1957
13041,33748,1957-03-01,1957
93339,29394,1957-03-01,1957
27634,93339,1957-03-01,1957
11709,33748,1957-03-01,1957
11709,13041,1957-03-01,1957
11709,26762,1958-03-01,1958
11713,105522,1957-03-01,1957
105522,81202,1957-03-01,1957
105522,26762,1957-03-01,1957
105522,100265,1958-03-01,1958
57226,105522,1957-03-01,1957
57226,54255,1958-03-01,1958
95626,29394,1957-03-01,1957
71988,26762,1957-03-01,1957
41796,13041,1957-03-01,1957
41796,34402,1958-03-01,1958
41796,94024,1958-03-01,1958
35099,81202,1957-03-01,1957
35099,26762,1957-03-01,1957
42062,95626,1957-03-01,1957
42062,39992,1958-03-01,1958
2664,33748,1957-03-01,1957
2664,11709,1957-03-01,1957
2664,40081,1959-03-01,1959
34723,11709,1957-03-01,1957
33487,11713,1957-03-01,1957
20713,26762,1957-03-01,1957
95907,13041,1957-03-01,1957
20686,41796,1957-03-01,1957
41649,35099,1957-03-01,1957
13081,81202,1957-03-01,1957
13081,35099,1957-03-01,1957
35268,33463,1957-03-01,1957
93407,71988,1957-03-01,1957
93407,13228,1959-03-01,1959
